Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton,station
SMP,34.008,-118.499,,535,2018-11-12T21:00:00Z,20.1,,,200.0,,,0.6,,,,0.46,,0.36,,1.06,0.18,200.0,0.0,,,,0.0,0.0,0.0,0.0,1496.0,1496.0,0.0,,,0.0,63954.0,748.0,70312.0,santa_monica
SMP,34.008,-118.499,,536,2018-11-19T21:00:00Z,18.3,,,200.0,,,0.1,,,,0.55,,0.43,,0.37,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,2992.0,0.0,0.0,,,0.0,5236.0,1122.0,13464.0,santa_monica
SMP,34.008,-118.499,,537,2018-11-26T21:00:00Z,18.7,,,200.0,,,1.3,,,,0.64,,0.52,,0.58,0.34,200.0,0.0,,,,0.0,0.0,374.0,1496.0,2244.0,2244.0,2992.0,,,0.0,46376.0,1496.0,57596.0,santa_monica
SMP,34.008,-118.499,,538,2018-12-03T19:00:00Z,15.9,,,200.0,,,0.4,,,,0.77,,1.01,,1.6,1.54,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,5236.0,,,0.0,25058.0,0.0,30294.0,santa_monica
SMP,34.008,-118.499,,539,2018-12-10T19:00:00Z,15.6,,,200.0,,,0.2,,,,0.65,,0.47,,0.0,0.51,200.0,0.0,,,,0.0,0.0,374.0,2244.0,1122.0,1496.0,1496.0,,,0.0,8976.0,748.0,16830.0,santa_monica
SMP,34.008,-118.499,,540,2018-12-17T19:00:00Z,19.1,,,200.0,,,0.1,,,,0.43,,0.52,,7.82,0.83,200.0,0.0,,,,0.0,0.0,0.0,374.0,374.0,374.0,0.0,,,0.0,4114.0,374.0,5610.0,santa_monica
SMP,34.008,-118.499,,541,2018-12-24T19:00:00Z,16.5,,,200.0,,,0.2,,,,0.51,,0.0,,1.46,1.14,200.0,0.0,,,,0.0,0.0,0.0,2618.0,1496.0,0.0,0.0,,,0.0,8976.0,748.0,13838.0,santa_monica
SMP,34.008,-118.499,,542,2018-12-31T21:00:00Z,14.8,,,200.0,,,0.2,,,,0.47,,0.58,,1.43,0.36,200.0,0.0,,,,0.0,0.0,0.0,0.0,1122.0,1870.0,2244.0,,,0.0,40766.0,1496.0,47498.0,santa_monica
SMP,34.008,-118.499,,543,2019-01-07T22:00:00Z,15.0,,,200.0,,,0.2,,,,0.59,,0.41,,0.87,0.64,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,9724.0,1496.0,11594.0,santa_monica
SMP,34.008,-118.499,,544,2019-01-14T22:00:00Z,14.6,,,200.0,,,0.2,,,,0.96,,0.72,,2.55,2.53,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3366.0,0.0,,,0.0,20944.0,374.0,24684.0,santa_monica
SMP,34.008,-118.499,,545,2019-01-21T21:00:00Z,15.7,,,200.0,,,0.3,,,,0.76,,0.58,,3.79,1.66,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,16830.0,374.0,18326.0,santa_monica
SMP,34.008,-118.499,,546,2019-01-28T21:00:00Z,15.5,,,200.0,,,1.1,,,,0.62,,0.8,,1.13,0.49,200.0,0.0,,,,0.0,0.0,0.0,0.0,3740.0,8228.0,6732.0,,,0.0,89386.0,14212.0,123046.0,santa_monica
SMP,34.008,-118.499,,547,2019-02-04T21:00:00Z,15.0,,,200.0,,,0.5,,,,0.85,,0.44,,6.78,3.54,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,7106.0,0.0,,,0.0,51238.0,0.0,58344.0,santa_monica
SMP,34.008,-118.499,,548,2019-02-11T22:00:00Z,14.1,,,200.0,,,2.6,,,,0.43,,0.19,,1.63,1.27,200.0,0.0,,,,748.0,0.0,0.0,0.0,748.0,5984.0,7480.0,,,0.0,173536.0,4488.0,194106.0,santa_monica
SMP,34.008,-118.499,,549,2019-02-18T21:00:00Z,13.7,,,200.0,,,1.0,,,,0.91,,0.96,,1.99,3.77,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,84898.0,0.0,84898.0,santa_monica
SMP,34.008,-118.499,,550,2019-02-25T21:00:00Z,14.6,,,200.0,,,3.2,,,,0.44,,0.28,,1.42,0.13,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,748.0,17952.0,,,0.0,428978.0,1496.0,449174.0,santa_monica
SMP,34.008,-118.499,,551,2019-03-04T21:00:00Z,15.3,,,200.0,,,2.6,,,,0.0,,0.0,,0.0,0.0,200.0,0.0,,,,374.0,0.0,0.0,0.0,0.0,6358.0,6732.0,,,0.0,316778.0,2618.0,332860.0,santa_monica
SMP,34.008,-118.499,,552,2019-03-11T20:00:00Z,14.2,,,200.0,,,0.3,,,,0.6,,0.89,,5.1,1.94,200.0,0.0,,,,0.0,374.0,1496.0,374.0,4114.0,1870.0,5236.0,,,0.0,17204.0,8228.0,38896.0,santa_monica
SMP,34.008,-118.499,,553,2019-03-18T20:00:00Z,16.0,,,200.0,,,2.1,,,,0.46,,0.51,,2.53,0.18,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,38862.0,,,0.0,621792.0,0.0,660654.0,santa_monica
SMP,34.008,-118.499,,554,2019-03-25T20:00:00Z,16.1,,,200.0,,,0.4,,,,0.53,,0.72,,2.31,0.21,200.0,0.0,,,,0.0,0.0,748.0,374.0,4114.0,0.0,3740.0,,,0.0,52360.0,4862.0,65824.0,santa_monica
SMP,34.008,-118.499,,555,2019-04-01T20:00:00Z,17.3,,,200.0,,,0.6,,,,0.31,,0.74,,1.16,0.71,200.0,0.0,,,,748.0,0.0,3366.0,1496.0,19074.0,0.0,748.0,,,1496.0,14960.0,2992.0,65824.0,santa_monica
SMP,34.008,-118.499,,556,2019-04-08T20:00:00Z,16.8,,,200.0,,,0.2,,,,0.48,,1.39,,0.5,1.06,200.0,0.0,,,,0.0,374.0,748.0,0.0,0.0,0.0,0.0,,,0.0,3740.0,2992.0,26554.0,santa_monica
SMP,34.008,-118.499,,557,2019-04-15T20:00:00Z,15.5,,,200.0,,,0.3,,,,0.55,,1.09,,0.57,4.39,200.0,0.0,,,,748.0,748.0,374.0,748.0,5610.0,6358.0,6358.0,,,748.0,9724.0,8976.0,43384.0,santa_monica
SMP,34.008,-118.499,,558,2019-04-22T20:00:00Z,16.6,,,200.0,,,0.7,,,,0.51,,0.0,,0.23,3.14,200.0,0.0,,,,2244.0,1122.0,1122.0,0.0,0.0,11968.0,11968.0,,,0.0,22440.0,6732.0,59092.0,santa_monica
SMP,34.008,-118.499,,559,2019-04-29T20:00:00Z,17.0,,,200.0,,,0.4,,,,0.51,,0.0,,0.0,4.41,200.0,0.12,,,,13464.0,748.0,4114.0,748.0,0.0,374.0,374.0,,,748.0,2244.0,7854.0,69564.0,santa_monica
SMP,34.008,-118.499,,560,2019-05-06T20:00:00Z,18.2,,,200.0,,,0.4,,,,0.44,,0.13,,0.0,1.15,200.0,0.0,,,,0.0,0.0,374.0,1870.0,24684.0,0.0,0.0,,,0.0,5236.0,5236.0,37400.0,santa_monica
SMP,34.008,-118.499,,561,2019-05-13T17:00:00Z,,,,200.0,,,,,,,0.61,,2.72,,0.45,3.26,200.0,0.0,,,,,,,,,,,,,,,,,santa_monica
SMP,34.008,-118.499,,562,2019-05-20T17:00:00Z,16.2,,,200.0,,,0.2,,,,0.42,,0.0,,0.0,0.0,200.0,0.0,,,,374.0,0.0,0.0,1122.0,1496.0,5236.0,1122.0,,,0.0,11594.0,2618.0,24310.0,santa_monica
SMP,34.008,-118.499,,563,2019-05-27T17:00:00Z,17.6,,,200.0,,,4.7,,,,0.55,,0.14,,0.0,0.9,200.0,0.0,,,,0.0,0.0,3886.0,50521.0,178765.0,0.0,0.0,,,0.0,7772.0,3886.0,244831.0,santa_monica
SMP,34.008,-118.499,,564,2019-06-03T17:00:00Z,16.0,,,200.0,,,0.8,,,,0.44,,0.0,,0.36,1.46,200.0,0.0,,,,748.0,0.0,374.0,2244.0,16082.0,29172.0,28050.0,,,748.0,18700.0,6358.0,104446.0,santa_monica
SMP,34.008,-118.499,,565,2019-06-10T17:00:00Z,18.6,,,200.0,,,0.9,,,,0.38,,1.92,,1.01,0.7,200.0,0.0,,,,0.0,0.0,0.0,8976.0,91256.0,0.0,1496.0,,,748.0,2244.0,1496.0,106216.0,santa_monica
SMP,34.008,-118.499,,566,2019-06-17T17:00:00Z,17.6,,,200.0,,,7.2,,,,0.31,,0.33,,0.0,0.13,200.0,0.0,,,,0.0,0.0,0.0,265563.0,738378.0,0.0,0.0,,,0.0,12960.0,103626.0,1120527.0,santa_monica
SMP,34.008,-118.499,,567,2019-06-24T17:00:00Z,18.4,,,200.0,,,0.1,,,,0.42,,0.06,,0.85,0.28,200.0,0.0,,,,0.0,0.0,0.0,6358.0,3366.0,0.0,0.0,,,0.0,374.0,3740.0,13838.0,santa_monica
SMP,34.008,-118.499,,568,2019-07-01T17:00:00Z,21.2,,,200.0,,,0.4,,,,0.73,,3.25,,4.26,0.37,200.0,0.0,,,,0.0,0.0,0.0,7106.0,4488.0,0.0,0.0,,,0.0,5984.0,4488.0,22066.0,santa_monica
SMP,34.008,-118.499,,569,2019-07-08T17:00:00Z,20.2,,,200.0,,,2.2,,,,0.41,,3.45,,0.04,0.73,200.0,0.0,,,,0.0,0.0,0.0,117062.0,64328.0,1496.0,0.0,,,1870.0,17952.0,11594.0,214302.0,santa_monica
SMP,34.008,-118.499,,570,2019-07-15T17:00:00Z,21.2,,,200.0,,,0.3,,,,0.35,,0.07,,1.6,0.71,200.0,0.0,,,,0.0,0.0,0.0,2244.0,24684.0,748.0,0.0,,,748.0,11968.0,11594.0,52734.0,santa_monica
SMP,34.008,-118.499,,571,2019-07-22T17:00:00Z,22.1,,,200.0,,,0.7,,,,0.19,,0.21,,1.41,0.24,200.0,0.0,,,,0.0,0.0,0.0,0.0,1870.0,42636.0,2244.0,,,0.0,12716.0,1870.0,61710.0,santa_monica
SMP,34.008,-118.499,,572,2019-07-29T17:00:00Z,21.8,,,200.0,,,6.0,,,,0.16,,0.82,,0.88,0.54,200.0,0.0,,,,0.0,0.0,0.0,0.0,6471.0,103626.0,0.0,,,0.0,2040255.0,12953.0,2163304.0,santa_monica
SMP,34.008,-118.499,,573,2019-08-05T18:00:00Z,20.8,,,200.0,,,1.8,,,,0.17,,0.35,,1.48,0.29,200.0,0.0,,,,374.0,0.0,0.0,14586.0,2618.0,1122.0,0.0,,,374.0,61336.0,2618.0,84524.0,santa_monica
SMP,34.008,-118.499,,574,2019-08-12T20:00:00Z,20.1,,,200.0,,,0.2,,,,0.26,,1.23,,1.7,0.31,200.0,0.0,,,,0.0,0.0,0.0,2992.0,1496.0,1496.0,0.0,,,374.0,6358.0,1122.0,13838.0,santa_monica
SMP,34.008,-118.499,,575,2019-08-19T15:00:00Z,20.8,,,200.0,,,3.6,,,,0.16,,1.39,,0.77,0.67,200.0,0.0,,,,0.0,0.0,0.0,25806.0,19074.0,0.0,0.0,,,2992.0,15708.0,9350.0,74052.0,santa_monica
SMP,34.008,-118.499,,576,2019-08-26T17:00:00Z,23.3,,,200.0,,,2.0,,,,0.21,,1.23,,1.47,0.31,200.0,0.0,,,,0.0,0.0,0.0,1122.0,4114.0,748.0,0.0,,,0.0,75548.0,748.0,83776.0,santa_monica
SMP,34.008,-118.499,,577,2019-09-02T17:00:00Z,23.2,,,200.0,,,3.7,,,,0.01,,0.96,,0.88,1.84,200.0,0.0,,,,0.0,0.0,0.0,1122.0,374.0,0.0,0.0,,,374.0,135762.0,0.0,139128.0,santa_monica
SMP,34.008,-118.499,,578,2019-09-09T17:00:00Z,20.9,,,200.0,,,2.3,,,,0.22,,0.09,,0.61,1.58,200.0,0.0,,,,0.0,0.0,374.0,53856.0,5610.0,0.0,0.0,,,374.0,2618.0,7480.0,72182.0,santa_monica
SMP,34.008,-118.499,,579,2019-09-16T17:00:00Z,21.5,,,200.0,,,0.6,,,,0.25,,0.15,,2.34,2.4,200.0,0.0,,,,0.0,0.0,0.0,5610.0,374.0,374.0,0.0,,,0.0,4862.0,374.0,11594.0,santa_monica
SMP,34.008,-118.499,,580,2019-09-23T17:00:00Z,21.7,,,200.0,,,0.8,,,,0.1,,0.15,,0.49,2.67,200.0,0.0,,,,0.0,0.0,0.0,8602.0,2244.0,748.0,0.0,,,374.0,2992.0,3740.0,19448.0,santa_monica
SMP,34.008,-118.499,,581,2019-09-30T17:00:00Z,19.1,,,200.0,,,0.9,,,,0.14,,0.05,,0.04,0.0,200.0,0.0,,,,0.0,0.0,0.0,374.0,17578.0,374.0,0.0,,,0.0,8228.0,2244.0,28798.0,santa_monica
SMP,34.008,-118.499,,582,2019-10-07T19:30:00Z,20.6,,,200.0,,,0.8,,,,0.23,,0.08,,2.36,0.0,200.0,0.0,,,,0.0,0.0,0.0,2992.0,3366.0,0.0,0.0,,,374.0,13090.0,1496.0,21318.0,santa_monica
SMP,34.008,-118.499,,583,2019-10-14T17:00:00Z,19.1,,,200.0,,,0.9,,,,0.13,,0.01,,1.84,0.22,200.0,0.0,,,,0.0,0.0,0.0,18700.0,1870.0,1122.0,0.0,,,748.0,16830.0,1870.0,42636.0,santa_monica
SMP,34.008,-118.499,,584,2019-10-21T17:00:00Z,18.9,,,200.0,,,1.4,,,,0.1,,0.0,,1.99,0.11,200.0,0.0,,,,0.0,0.0,748.0,24684.0,20944.0,0.0,748.0,,,4114.0,8228.0,14212.0,110704.0,santa_monica
SMP,34.008,-118.499,,585,2019-10-28T17:00:00Z,18.8,,,200.0,,,2.0,,,,0.15,,0.06,,1.33,0.07,200.0,0.0,,,,0.0,374.0,0.0,15708.0,1870.0,0.0,0.0,,,1122.0,2992.0,748.0,24684.0,santa_monica
SMP,34.008,-118.499,,586,2019-11-04T19:00:00Z,18.2,,,200.0,,,2.3,,,,0.14,,0.05,,0.36,0.34,200.0,0.0,,,,0.0,0.0,374.0,4114.0,2992.0,0.0,0.0,,,0.0,2618.0,2992.0,13090.0,santa_monica
SMP,34.008,-118.499,,587,2019-11-11T18:00:00Z,17.3,,,200.0,,,1.6,,,,0.14,,0.07,,1.56,0.35,200.0,0.0,,,,0.0,0.0,0.0,6358.0,374.0,0.0,374.0,,,374.0,5236.0,2992.0,16830.0,santa_monica
SMP,34.008,-118.499,,588,2019-11-18T18:00:00Z,17.5,,,200.0,,,4.0,,,,0.47,,0.0,,0.26,0.12,200.0,0.0,,,,0.0,0.0,1122.0,175406.0,4488.0,0.0,0.0,,,374.0,1496.0,1122.0,193358.0,santa_monica
SMP,34.008,-118.499,,589,2019-11-25T18:00:00Z,16.8,,,200.0,,,2.0,,,,0.24,,0.02,,0.97,0.23,200.0,0.0,,,,0.0,0.0,374.0,26554.0,4488.0,0.0,748.0,,,0.0,1870.0,374.0,35156.0,santa_monica
SMP,34.008,-118.499,,590,2019-12-02T19:00:00Z,15.2,,,200.0,,,1.5,,,,0.25,,0.05,,0.72,0.16,200.0,0.0,,,,0.0,0.0,0.0,4862.0,1870.0,0.0,0.0,,,0.0,4862.0,1122.0,16830.0,santa_monica
SMP,34.008,-118.499,,591,2019-12-09T19:00:00Z,16.5,,,200.0,,,0.4,,,,0.25,,0.02,,1.38,0.18,200.0,0.0,,,,0.0,0.0,0.0,0.0,2618.0,0.0,0.0,,,0.0,374.0,0.0,3740.0,santa_monica
SMP,34.008,-118.499,,592,2019-12-16T19:00:00Z,15.3,,,200.0,,,0.8,,,,0.37,,0.27,,1.72,0.74,200.0,0.0,,,,0.0,0.0,374.0,748.0,748.0,0.0,0.0,,,0.0,8602.0,1496.0,12342.0,santa_monica
SMP,34.008,-118.499,,593,2019-12-23T19:00:00Z,15.2,,,200.0,,,1.0,,,,0.29,,0.09,,1.76,0.23,200.0,0.0,,,,0.0,0.0,0.0,374.0,0.0,3366.0,0.0,,,0.0,2244.0,0.0,5984.0,santa_monica
SMP,34.008,-118.499,,594,2019-12-30T19:00:00Z,14.7,,,200.0,,,1.5,,,,0.25,,0.0,,2.47,0.44,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,20196.0,0.0,20196.0,santa_monica
SMP,34.008,-118.499,,595,2020-01-06T19:00:00Z,15.4,,,200.0,,,0.5,,,,0.24,,0.0,,1.97,0.0,200.0,0.0,,,,0.0,0.0,0.0,748.0,748.0,1870.0,0.0,,,0.0,4862.0,1496.0,9724.0,santa_monica
SMP,34.008,-118.499,,596,2020-01-13T19:00:00Z,14.8,,,200.0,,,0.2,,,,0.53,,0.42,,2.3,3.68,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1870.0,2244.0,5236.0,santa_monica
SMP,34.008,-118.499,,597,2020-01-20T19:00:00Z,14.7,,,200.0,,,0.3,,,,0.42,,0.0,,0.96,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,374.0,0.0,0.0,,,0.0,4862.0,374.0,6358.0,santa_monica
SMP,34.008,-118.499,,598,2020-01-27T19:00:00Z,15.5,,,200.0,,,2.0,,,,0.43,,0.0,,1.39,0.23,200.0,0.0,,,,748.0,0.0,0.0,4488.0,7106.0,1870.0,0.0,,,748.0,11220.0,3740.0,23188.0,santa_monica
SMP,34.008,-118.499,,599,2020-02-03T17:00:00Z,14.2,,,200.0,,,1.2,,,,0.41,,0.0,,0.41,0.0,200.0,0.0,,,,0.0,0.0,374.0,1122.0,8602.0,0.0,2244.0,,,0.0,8976.0,1122.0,22440.0,santa_monica
SMP,34.008,-118.499,,600,2020-02-10T19:00:00Z,15.0,,,200.0,,,2.5,,,,0.53,,0.0,,3.11,0.54,200.0,0.0,,,,0.0,0.0,0.0,1122.0,748.0,748.0,5610.0,,,0.0,29172.0,1496.0,39644.0,santa_monica
SMP,34.008,-118.499,,601,2020-02-17T19:00:00Z,15.8,,,200.0,,,3.1,,,,0.43,,0.0,,1.67,0.4,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1496.0,5984.0,,,0.0,41514.0,374.0,49368.0,santa_monica
SMP,34.008,-118.499,,602,2020-02-24T19:00:00Z,16.7,,,200.0,,,2.2,,,,0.47,,0.0,,1.25,0.21,200.0,0.0,,,,0.0,0.0,374.0,1122.0,4862.0,0.0,0.0,,,0.0,34782.0,1122.0,43010.0,santa_monica
SMP,34.008,-118.499,,603,2020-03-02T19:00:00Z,16.3,,,200.0,,,3.2,,,,0.41,,0.0,,1.04,0.0,200.0,0.0,,,,0.0,0.0,0.0,10846.0,2992.0,0.0,748.0,,,0.0,22066.0,2244.0,39270.0,santa_monica
SMP,34.008,-118.499,,604,2020-03-09T18:00:00Z,16.2,,,200.0,,,1.1,,,,0.4,,0.0,,1.54,0.0,200.0,0.0,,,,0.0,0.0,0.0,5610.0,2618.0,0.0,1122.0,,,0.0,13090.0,374.0,22814.0,santa_monica
SMP,34.008,-118.499,,605,2020-03-16T18:00:00Z,16.2,,,200.0,,,0.4,,,,0.58,,0.0,,3.3,0.3,200.0,0.0,,,,0.0,0.0,0.0,0.0,374.0,0.0,0.0,,,0.0,4488.0,1122.0,5984.0,santa_monica
SMP,34.008,-118.499,,606,2020-03-23T18:00:00Z,17.0,,,200.0,,,0.9,,,,0.53,,0.0,,1.65,0.66,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1122.0,0.0,,,0.0,12342.0,1870.0,15834.0,santa_monica
SMP,34.008,-118.499,,607,2020-03-30T18:00:00Z,16.7,,,200.0,,,0.0,,,,0.58,,0.0,,2.05,0.0,200.0,0.0,,,,0.0,0.0,0.0,748.0,0.0,0.0,0.0,,,0.0,748.0,0.0,,santa_monica
SMP,34.008,-118.499,,608,2020-04-20T18:00:00Z,17.9,,,200.0,,,0.2,,,,0.46,,0.0,,1.11,0.0,200.0,0.0,,,,0.0,0.0,0.0,3366.0,0.0,374.0,0.0,,,0.0,1496.0,1496.0,6732.0,santa_monica
SMP,34.008,-118.499,,609,2020-04-27T18:00:00Z,18.0,,,200.0,,,2.1,,,,0.41,,0.0,,0.0,0.0,200.0,0.0,,,,0.0,0.0,0.0,20944.0,1122.0,748.0,0.0,,,0.0,1870.0,2992.0,27676.0,santa_monica
SMP,34.008,-118.499,,610,2020-05-04T18:00:00Z,20.8,,,200.0,,,18.9,,,,0.33,,0.33,,0.29,0.58,200.0,0.06,,,,0.0,0.0,0.0,16788384.0,283693.0,0.0,0.0,,,0.0,0.0,0.0,17072076.0,santa_monica
SMP,34.008,-118.499,,611,2020-05-11T18:00:00Z,20.2,,,200.0,,,24.4,,,,1.01,,0.16,,3.61,0.16,200.0,0.0,,,,0.0,0.0,0.0,3400425.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3400425.0,santa_monica
SMP,34.008,-118.499,,612,2020-05-18T18:00:00Z,20.1,,,200.0,,,3.9,,,,0.64,,0.6,,1.81,0.47,200.0,0.0,,,,0.0,0.0,1870.0,29920.0,0.0,0.0,0.0,,,7480.0,2244.0,30668.0,72182.0,santa_monica
SMP,34.008,-118.499,,613,2020-05-25T18:00:00Z,18.3,,,200.0,,,1.5,,,,0.36,,0.0,,1.93,0.0,200.0,0.0,,,,0.0,0.0,748.0,748.0,0.0,12342.0,0.0,,,0.0,53108.0,1122.0,68068.0,santa_monica
SMP,34.008,-118.499,,614,2020-06-01T18:00:00Z,19.3,,,200.0,,,,,,,0.41,,0.0,,1.6,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,19431.0,291465.0,0.0,,,0.0,524637.0,0.0,835533.0,santa_monica
SMP,34.008,-118.499,,615,2020-06-08T18:00:00Z,20.1,,,200.0,,,1.8,,,,0.77,,0.15,,3.41,3.91,200.0,0.0,,,,0.0,0.0,0.0,748.0,0.0,3366.0,0.0,,,0.0,13464.0,0.0,17578.0,santa_monica
SMP,34.008,-118.499,,616,2020-06-15T18:00:00Z,20.3,,,200.0,,,1.2,,,,0.35,,0.0,,2.11,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,1122.0,1496.0,0.0,,,0.0,17204.0,0.0,19822.0,santa_monica
SMP,34.008,-118.499,,617,2020-06-22T18:00:00Z,19.9,,,200.0,,,3.8,,,,0.62,,0.27,,2.54,0.24,200.0,0.0,,,,0.0,0.0,0.0,2618.0,5610.0,0.0,0.0,,,0.0,1496.0,0.0,10846.0,santa_monica
SMP,34.008,-118.499,,618,2020-06-29T18:00:00Z,20.6,,,200.0,,,0.1,,,,0.8,,0.0,,1.9,0.44,200.0,0.0,,,,0.0,0.0,748.0,16830.0,26928.0,0.0,0.0,,,0.0,748.0,748.0,45628.0,santa_monica
SMP,34.008,-118.499,,619,2020-07-06T18:00:00Z,21.0,,,200.0,,,0.0,,,,0.38,,0.0,,1.54,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,1870.0,0.0,0.0,,,0.0,0.0,0.0,1870.0,santa_monica
SMP,34.008,-118.499,,620,2020-07-13T18:00:00Z,21.5,,,200.0,,,1.4,,,,0.49,,0.0,,3.66,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,748.0,0.0,748.0,santa_monica
SMP,34.008,-118.499,,621,2020-07-20T18:00:00Z,20.6,,,200.0,,,2.3,,,,0.4,,0.0,,0.85,0.0,200.0,0.0,,,,0.0,0.0,0.0,6358.0,0.0,0.0,0.0,,,0.0,2618.0,748.0,10098.0,santa_monica
SMP,34.008,-118.499,,622,2020-07-27T18:00:00Z,16.9,,,200.0,,,,,,,0.35,,0.0,,0.66,1.2,200.0,0.0,,,,0.0,748.0,0.0,41140.0,19074.0,0.0,0.0,,,748.0,1122.0,1122.0,67694.0,santa_monica
SMP,34.008,-118.499,,623,2020-08-03T18:00:00Z,18.9,,,200.0,,,,,,,0.42,,0.0,,0.41,0.0,200.0,0.0,,,,748.0,0.0,0.0,1122.0,17204.0,0.0,2992.0,,,374.0,1496.0,7480.0,31416.0,santa_monica
SMP,34.008,-118.499,,624,2020-08-10T18:00:00Z,17.2,,,200.0,,,,,,,0.31,,0.0,,0.43,0.27,200.0,0.0,,,,0.0,0.0,374.0,374.0,1496.0,4114.0,374.0,,,374.0,6732.0,748.0,14960.0,santa_monica
SMP,34.008,-118.499,,625,2020-08-17T18:00:00Z,19.1,,,200.0,,,,,,,0.36,,0.0,,0.4,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,1122.0,0.0,1122.0,,,0.0,5236.0,1496.0,8976.0,santa_monica
SMP,34.008,-118.499,,626,2020-08-24T18:00:00Z,20.7,,,200.0,,,,,,,0.35,,0.0,,0.46,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,748.0,0.0,374.0,,,0.0,2244.0,748.0,5236.0,santa_monica
SMP,34.008,-118.499,,627,2020-08-31T18:00:00Z,21.3,,,200.0,,,,,,,0.57,,0.0,,2.17,0.0,200.0,0.0,,,,0.0,1870.0,0.0,0.0,2244.0,0.0,0.0,,,0.0,5600.0,1120.0,1870.0,santa_monica
SMP,34.008,-118.499,,628,2020-09-07T18:00:00Z,19.8,,,200.0,,,,,,,0.16,,0.0,,0.0,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,3740.0,0.0,750.0,,,0.0,2240.0,6730.0,8600.0,santa_monica
SMP,34.008,-118.499,,629,2020-09-14T18:00:00Z,20.6,,,200.0,,,,,,,0.24,,0.0,,0.64,0.0,200.0,0.0,,,,0.0,0.0,1500.0,370.0,2618.0,1120.0,0.0,,,0.0,3370.0,2240.0,6560.0,santa_monica
SMP,34.008,-118.499,,630,2020-09-21T18:00:00Z,20.4,,,200.0,,,,,,,0.26,,0.0,,1.38,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,8228.0,1870.0,370.0,,,0.0,4860.0,370.0,1120.0,santa_monica
SMP,34.008,-118.499,,631,2020-09-28T18:00:00Z,20.7,,,200.0,,,,,,,0.34,,0.0,,2.01,0.25,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,374.0,1496.0,santa_monica
SMP,34.008,-118.499,,632,2020-10-05T18:00:00Z,20.7,,,200.0,,,,,,,0.45,,0.28,,0.59,0.21,200.0,0.0,,,,0.0,0.0,0.0,370.0,0.0,0.0,0.0,,,0.0,370.0,0.0,374.0,santa_monica
SMP,34.008,-118.499,,633,2020-10-12T18:00:00Z,20.4,,,200.0,,,,,,,0.19,,0.0,,0.61,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,27302.0,27302.0,santa_monica
SMP,34.008,-118.499,,634,2020-10-17T18:00:00Z,19.9,,,200.0,,,,,,,0.27,,0.0,,0.55,0.0,200.0,0.0,,,,0.0,0.0,0.0,0.0,750.0,0.0,0.0,,,0.0,2990.0,2240.0,6730.0,santa_monica
SMP,34.008,-118.499,,635,2020-10-26T18:00:00Z,18.8,,,200.0,,,,,,,0.31,,0.0,,1.68,0.0,200.0,0.0,,,,0.0,0.0,0.0,750.0,750.0,0.0,0.0,,,0.0,5240.0,0.0,10470.0,santa_monica
